wl,sample11m,sample12m,sample13m,sample14m,sample15m,sample16m,sample17m,sample18m,sample19m,sample20m,sample21m,sample22m,sample23m,sample24m,sample25m,sample26m,sample27m,sample28m,sample29m,sample30m,sample31p,sample32p,sample33p,sample34p,sample35p,sample36p,sample37p,sample38p,sample39f,sample40f,sample41f,sample42f,sample43f,sample44f,sample45f,sample46f,sample47f ,sample48f,sample49f,sample50f,sample51f,sample52f,sample53t,sample54t,sample55t,sample56t,sample57t,sample58t,sample59t,sample60t,sample61t,sample62t,sample63t,sample64t,sample65t,sample66t,sample67t,sample68t,sample69t,sample70t,sample71t,sample72t,sample73t,sample74t,sample75t,sample76t,sample77t,sample78t,sample79t,sample80t,sample81t,sample82t,sample83t
384.603,2.176666667,2.9,3.48,2.77,3.076666667,2.793333333,2.913333333,3.13,2.363333333,2.386,3.24,3.29,2.686666667,3.1125,2.4675,2.881666667,2.4125,3.7,3.245,3.07,5.09,4.636666667,6.2775,5.0875,6.686666667,5.8,5.883333333,5.1325,2.2,2.496666667,2.32,1.545,2.193333333,1.856666667,2.963333333,2.39,2.3675,1.913333333,1.8575,2.01,1.896666667,1.89,1.48,2.41,2.716666667,2.286666667,3.06,4.083333333,2.54,4.173333333,2.876666667,4.496666667,2.623333333,3.01,0.51,5.19,2.076666667,1.136666667,1.613333333,0.863333333,2.506666667,2.113333333,1.91,1.466666667,1.97,2.426666667,4.7,1.063333333,3.076666667,0.703333333,2.77,2.773333333,1.0825
384.967,2.21,2.9,3.466666667,2.81,3.113333333,2.823333333,2.94,3.176666667,2.39,2.432,3.293333333,3.343333333,2.726666667,3.145,2.5275,2.925,2.455,3.75,3.293333333,3.08,5.125,4.69,6.315,5.1175,6.73,5.832,5.933333333,5.185,2.223333333,2.5,2.335,1.54,2.203333333,1.833333333,2.943333333,2.385,2.3425,1.903333333,1.8275,2.02,1.933333333,1.906666667,1.47,2.41,2.713333333,2.283333333,3.043333333,4.083333333,2.536666667,4.17,2.876666667,4.483333333,2.613333333,3.003333333,0.506666667,5.186666667,2.076666667,1.15,1.603333333,0.846666667,2.51,2.12,1.91,1.45,1.97,2.406666667,4.696666667,1.073333333,3.076666667,0.683333333,2.763333333,2.76,1.07
385.331,2.246666667,2.91,3.466666667,2.81,3.106666667,2.84,2.95,3.193333333,2.41,2.452,3.323333333,3.366666667,2.766666667,3.16,2.5625,2.966666667,2.4975,3.7775,3.325,3.08,5.185,4.776666667,6.4025,5.1725,6.793333333,5.904,6.003333333,5.27,2.22,2.49,2.34,1.53,2.18,1.796666667,2.9,2.3375,2.2775,1.88,1.7925,1.985,1.933333333,1.88,1.51,2.42,2.703333333,2.276666667,3.04,4.093333333,2.526666667,4.173333333,2.88,4.483333333,2.616666667,2.993333333,0.51,5.19,2.096666667,1.163333333,1.613333333,0.86,2.51,2.116666667,1.9,1.46,1.97,2.4,4.683333333,1.063333333,3.076666667,0.7,2.763333333,2.76,1.0775
385.695,2.26,2.946666667,3.51,2.82,3.11,2.826666667,2.946666667,3.176666667,2.4,2.484,3.376666667,3.396666667,2.813333333,3.175,2.595,2.995,2.54,3.8175,3.345,3.09,5.235,4.823333333,6.47,5.2225,6.85,5.952,6.073333333,5.3175,2.21,2.466666667,2.325,1.49,2.136666667,1.793333333,2.896666667,2.3375,2.295,1.9,1.805,1.97,1.893333333,1.856666667,1.51,2.416666667,2.693333333,2.286666667,3.043333333,4.086666667,2.526666667,4.173333333,2.886666667,4.48,2.61,2.993333333,0.51,5.196666667,2.106666667,1.17,1.653333333,0.876666667,2.493333333,2.11,1.91,1.46,1.983333333,2.386666667,4.666666667,1.063333333,3.063333333,0.713333333,2.76,2.743333333,1.0825
386.059,2.273333333,2.986666667,3.563333333,2.853333333,3.15,2.853333333,2.983333333,3.2,2.436666667,2.522,3.416666667,3.416666667,2.833333333,3.195,2.6375,3.021666667,2.5725,3.8525,3.385,3.103333333,5.27,4.87,6.52,5.265,6.896666667,6,6.13,5.365,2.236666667,2.503333333,2.35,1.5,2.156666667,1.796666667,2.9,2.35,2.305,1.9,1.7975,1.98,1.916666667,1.88,1.52,2.436666667,2.713333333,2.303333333,3.056666667,4.11,2.55,4.186666667,2.903333333,4.496666667,2.626666667,3.003333333,0.546666667,5.21,2.133333333,1.183333333,1.706666667,0.903333333,2.5,2.136666667,1.94,1.476666667,2.023333333,2.39,4.67,1.1,3.08,0.746666667,2.76,2.78,1.105
386.423,2.293333333,3,3.566666667,2.86,3.16,2.866666667,3.02,3.206666667,2.463333333,2.52,3.396666667,3.396666667,2.853333333,3.185,2.62,3.003333333,2.5675,3.8375,3.385,3.093333333,5.355,4.97,6.6225,5.34,7,6.118,6.243333333,5.4725,2.246666667,2.506666667,2.36,1.48,2.146666667,1.743333333,2.863333333,2.3125,2.275,1.86,1.7675,1.98,1.916666667,1.876666667,1.54,2.443333333,2.71,2.303333333,3.073333333,4.123333333,2.573333333,4.196666667,2.91,4.526666667,2.626666667,3.04,0.57,5.216666667,2.133333333,1.223333333,1.72,0.93,2.516666667,2.153333333,1.936666667,1.506666667,2.033333333,2.4,4.676666667,1.126666667,3.093333333,0.77,2.766666667,2.786666667,1.14
386.786,2.31,3.013333333,3.586666667,2.88,3.193333333,2.886666667,3.063333333,3.226666667,2.466666667,2.558,3.443333333,3.416666667,2.89,3.205,2.665,3.031666667,2.6125,3.8675,3.42,3.13,5.3875,4.996666667,6.6575,5.3525,7.04,6.134,6.293333333,5.5,2.246666667,2.513333333,2.36,1.475,2.143333333,1.723333333,2.843333333,2.2975,2.245,1.863333333,1.755,2.01,1.916666667,1.876666667,1.54,2.413333333,2.69,2.3,3.05,4.116666667,2.573333333,4.196666667,2.893333333,4.516666667,2.62,3.01,0.546666667,5.216666667,2.133333333,1.223333333,1.713333333,0.916666667,2.49,2.12,1.9,1.496666667,2.01,2.383333333,4.626666667,1.123333333,3.076666667,0.743333333,2.76,2.786666667,1.125
387.15,2.336666667,3.043333333,3.616666667,2.91,3.216666667,2.926666667,3.086666667,3.253333333,2.516666667,2.58,3.496666667,3.43,2.94,3.2375,2.7175,3.055,2.6425,3.8975,3.468333333,3.176666667,5.4725,5.076666667,6.755,5.4375,7.16,6.22,6.383333333,5.595,2.263333333,2.516666667,2.38,1.48,2.156666667,1.736666667,2.853333333,2.3275,2.2825,1.883333333,1.79,2.02,1.946666667,1.873333333,1.54,2.39,2.69,2.296666667,3.04,4.116666667,2.586666667,4.213333333,2.913333333,4.516666667,2.61,3.02,0.536666667,5.24,2.146666667,1.233333333,1.723333333,0.923333333,2.483333333,2.106666667,1.903333333,1.476666667,1.973333333,2.37,4.616666667,1.14,3.073333333,0.743333333,2.76,2.773333333,1.13
387.514,2.373333333,3.11,3.683333333,2.96,3.273333333,2.97,3.103333333,3.296666667,2.55,2.606,3.513333333,3.436666667,2.98,3.255,2.7475,3.078333333,2.6675,3.9175,3.508333333,3.213333333,5.5625,5.15,6.8525,5.52,7.24,6.294,6.48,5.67,2.3,2.526666667,2.405,1.495,2.16,1.72,2.863333333,2.3275,2.2975,1.883333333,1.8075,2.05,1.95,1.886666667,1.57,2.38,2.696666667,2.303333333,3.036666667,4.123333333,2.606666667,4.203333333,2.933333333,4.54,2.61,3.026666667,0.543333333,5.233333333,2.16,1.24,1.743333333,0.92,2.5,2.113333333,1.903333333,1.483333333,1.996666667,2.366666667,4.62,1.14,3.07,0.74,2.763333333,2.793333333,1.1525
387.878,2.393333333,3.126666667,3.673333333,2.97,3.306666667,2.983333333,3.13,3.32,2.576666667,2.63,3.54,3.453333333,3.01,3.27,2.7675,3.093333333,2.7,3.935,3.526666667,3.23,5.6325,5.216666667,6.95,5.6025,7.316666667,6.368,6.54,5.74,2.3,2.53,2.395,1.485,2.163333333,1.763333333,2.903333333,2.3775,2.34,1.923333333,1.87,2.085,1.956666667,1.873333333,1.57,2.346666667,2.68,2.28,3.013333333,4.096666667,2.576666667,4.18,2.9,4.503333333,2.58,3.006666667,0.53,5.19,2.136666667,1.22,1.72,0.886666667,2.463333333,2.073333333,1.876666667,1.466666667,1.97,2.346666667,4.583333333,1.126666667,3.05,0.726666667,2.723333333,2.78,1.12
388.242,2.42,3.143333333,3.673333333,3.01,3.333333333,3.013333333,3.166666667,3.333333333,2.603333333,2.678,3.586666667,3.473333333,3.076666667,3.305,2.82,3.136666667,2.7475,3.9725,3.578333333,3.28,5.7075,5.293333333,7.0175,5.6825,7.4,6.432,6.606666667,5.8225,2.303333333,2.546666667,2.41,1.5,2.15,1.786666667,2.916666667,2.4,2.355,1.926666667,1.8775,2.085,1.953333333,1.88,1.58,2.353333333,2.71,2.273333333,3.02,4.11,2.59,4.163333333,2.91,4.523333333,2.583333333,3.016666667,0.536666667,5.2,2.146666667,1.236666667,1.706666667,0.886666667,2.453333333,2.063333333,1.89,1.463333333,1.976666667,2.343333333,4.59,1.133333333,3.04,0.74,2.73,2.79,1.1375
388.605,2.436666667,3.163333333,3.686666667,3.04,3.37,3.03,3.196666667,3.363333333,2.62,2.678,3.586666667,3.493333333,3.08,3.3075,2.8175,3.133333333,2.7325,3.9775,3.583333333,3.303333333,5.7725,5.346666667,7.1025,5.735,7.456666667,6.496,6.68,5.895,2.303333333,2.546666667,2.415,1.475,2.14,1.813333333,2.946666667,2.43,2.37,1.93,1.8975,2.095,1.97,1.886666667,1.57,2.336666667,2.693333333,2.246666667,2.993333333,4.08,2.593333333,4.16,2.903333333,4.503333333,2.546666667,2.983333333,0.51,5.17,2.12,1.236666667,1.686666667,0.856666667,2.42,2.043333333,1.866666667,1.446666667,1.966666667,2.326666667,4.57,1.123333333,3.02,0.726666667,2.7,2.753333333,1.12
388.969,2.46,3.203333333,3.72,3.066666667,3.396666667,3.053333333,3.23,3.39,2.643333333,2.686,3.586666667,3.483333333,3.066666667,3.3025,2.8325,3.136666667,2.7325,3.995,3.581666667,3.303333333,5.86,5.423333333,7.1975,5.8025,7.543333333,6.586,6.76,5.975,2.313333333,2.553333333,2.41,1.465,2.123333333,1.803333333,2.953333333,2.4325,2.375,1.943333333,1.905,2.09,1.97,1.883333333,1.58,2.326666667,2.69,2.246666667,2.99,4.06,2.586666667,4.16,2.916666667,4.5,2.556666667,2.963333333,0.51,5.173333333,2.14,1.246666667,1.696666667,0.846666667,2.403333333,2.046666667,1.87,1.466666667,1.976666667,2.32,4.556666667,1.13,3.023333333,0.73,2.696666667,2.75,1.1075
389.333,2.496666667,3.22,3.706666667,3.09,3.433333333,3.076666667,3.27,3.416666667,2.676666667,2.718,3.623333333,3.506666667,3.093333333,3.3175,2.875,3.165,2.7675,4.0325,3.613333333,3.323333333,5.9225,5.496666667,7.3025,5.875,7.593333333,6.652,6.82,6.0575,2.316666667,2.556666667,2.42,1.475,2.106666667,1.8,2.956666667,2.4075,2.3875,1.93,1.8875,2.09,1.97,1.9,1.59,2.336666667,2.686666667,2.243333333,2.986666667,4.08,2.593333333,4.173333333,2.926666667,4.5,2.556666667,2.94,0.516666667,5.17,2.16,1.253333333,1.69,0.84,2.403333333,2.04,1.863333333,1.456666667,1.983333333,2.303333333,4.543333333,1.146666667,3.023333333,0.733333333,2.7,2.733333333,1.1075
389.696,2.53,3.24,3.71,3.103333333,3.45,3.09,3.276666667,3.416666667,2.69,2.712,3.663333333,3.523333333,3.11,3.335,2.875,3.165,2.7675,4.05,3.616666667,3.333333333,6.0275,5.586666667,7.395,5.9525,7.703333333,6.754,6.91,6.1575,2.283333333,2.543333333,2.395,1.435,2.09,1.793333333,2.946666667,2.415,2.3975,1.913333333,1.885,2.075,1.956666667,1.873333333,1.59,2.38,2.72,2.286666667,3.02,4.106666667,2.63,4.196666667,2.943333333,4.53,2.586666667,2.953333333,0.54,5.206666667,2.19,1.29,1.733333333,0.88,2.433333333,2.04,1.896666667,1.49,2.023333333,2.343333333,4.563333333,1.196666667,3.046666667,0.763333333,2.713333333,2.756666667,1.1675
390.06,2.586666667,3.3,3.773333333,3.093333333,3.44,3.073333333,3.263333333,3.396666667,2.7,2.736,3.696666667,3.546666667,3.146666667,3.3475,2.895,3.186666667,2.795,4.0675,3.65,3.353333333,6.09,5.636666667,7.4775,6.01,7.76,6.818,6.996666667,6.2375,2.246666667,2.513333333,2.35,1.395,2.053333333,1.8,2.983333333,2.4325,2.4125,1.923333333,1.9,2.03,1.93,1.836666667,1.61,2.376666667,2.716666667,2.28,3.03,4.103333333,2.64,4.186666667,2.926666667,4.52,2.596666667,2.96,0.56,5.186666667,2.18,1.29,1.74,0.883333333,2.416666667,2.026666667,1.906666667,1.496666667,2.02,2.326666667,4.563333333,1.196666667,3.043333333,0.766666667,2.706666667,2.756666667,1.165
390.423,2.643333333,3.31,3.793333333,3.11,3.47,3.093333333,3.273333333,3.41,2.726666667,2.77,3.713333333,3.56,3.176666667,3.3775,2.9225,3.205,2.8225,4.0875,3.671666667,3.37,6.1625,5.72,7.5775,6.0875,7.826666667,6.87,7.07,6.3225,2.243333333,2.513333333,2.34,1.4,2.046666667,1.83,2.99,2.445,2.425,1.936666667,1.9025,2.025,1.91,1.823333333,1.6,2.353333333,2.713333333,2.266666667,3.016666667,4.09,2.633333333,4.196666667,2.926666667,4.493333333,2.583333333,2.943333333,0.536666667,5.176666667,2.186666667,1.29,1.736666667,0.873333333,2.406666667,2,1.866666667,1.476666667,2.013333333,2.303333333,4.533333333,1.203333333,3.01,0.75,2.683333333,2.743333333,1.16
390.787,2.676666667,3.343333333,3.83,3.126666667,3.493333333,3.11,3.286666667,3.426666667,2.73,2.794,3.756666667,3.573333333,3.203333333,3.41,2.95,3.233333333,2.855,4.125,3.695,3.406666667,6.2325,5.786666667,7.6575,6.15,7.9,6.944,7.16,6.3975,2.24,2.516666667,2.34,1.405,2.036666667,1.84,3.013333333,2.445,2.4425,1.93,1.92,2.005,1.886666667,1.813333333,1.59,2.313333333,2.696666667,2.263333333,3,4.083333333,2.62,4.196666667,2.9,4.466666667,2.57,2.923333333,0.523333333,5.16,2.166666667,1.273333333,1.706666667,0.856666667,2.37,1.97,1.833333333,1.44,1.996666667,2.27,4.503333333,1.186666667,2.98,0.723333333,2.653333333,2.69,1.1525
391.15,2.7,3.363333333,3.83,3.15,3.523333333,3.12,3.313333333,3.456666667,2.763333333,2.8,3.78,3.583333333,3.226666667,3.4125,2.975,3.235,2.88,4.165,3.723333333,3.403333333,6.335,5.9,7.7675,6.25,8.016666667,7.042,7.246666667,6.5025,2.246666667,2.51,2.335,1.395,2.036666667,1.846666667,3.04,2.445,2.4425,1.946666667,1.9225,1.99,1.876666667,1.81,1.56,2.316666667,2.703333333,2.253333333,2.99,4.083333333,2.62,4.176666667,2.893333333,4.453333333,2.56,2.923333333,0.513333333,5.143333333,2.173333333,1.266666667,1.703333333,0.833333333,2.373333333,1.97,1.823333333,1.436666667,2.016666667,2.273333333,4.49,1.186666667,2.97,0.71,2.636666667,2.68,1.145
391.514,2.706666667,3.42,3.88,3.2,3.566666667,3.176666667,3.353333333,3.493333333,2.836666667,2.814,3.81,3.606666667,3.236666667,3.4275,2.985,3.243333333,2.8875,4.175,3.745,3.4,6.4125,5.966666667,7.8625,6.32,8.103333333,7.134,7.326666667,6.595,2.283333333,2.546666667,2.36,1.425,2.046666667,1.873333333,3.056666667,2.4525,2.4575,1.95,1.95,2.01,1.893333333,1.84,1.52,2.28,2.663333333,2.213333333,2.96,4.06,2.6,4.17,2.85,4.426666667,2.53,2.886666667,0.5,5.12,2.15,1.253333333,1.683333333,0.806666667,2.336666667,1.94,1.793333333,1.426666667,1.966666667,2.256666667,4.46,1.16,2.946666667,0.683333333,2.626666667,2.646666667,1.1175
391.877,2.763333333,3.466666667,3.89,3.236666667,3.613333333,3.203333333,3.403333333,3.53,2.886666667,2.844,3.863333333,3.64,3.27,3.4675,3.01,3.278333333,2.925,4.205,3.766666667,3.433333333,6.495,6.056666667,7.9725,6.3975,8.2,7.23,7.433333333,6.6775,2.303333333,2.573333333,2.375,1.42,2.076666667,1.863333333,3.036666667,2.4325,2.44,1.93,1.9475,2.03,1.9,1.85,1.54,2.27,2.68,2.22,2.966666667,4.066666667,2.613333333,4.166666667,2.836666667,4.41,2.526666667,2.873333333,0.483333333,5.106666667,2.146666667,1.256666667,1.683333333,0.806666667,2.336666667,1.94,1.793333333,1.41,1.96,2.246666667,4.453333333,1.17,2.946666667,0.676666667,2.623333333,2.656666667,1.125
392.241,2.803333333,3.53,3.923333333,3.29,3.67,3.26,3.466666667,3.58,2.93,2.914,3.926666667,3.71,3.35,3.5225,3.0675,3.343333333,2.9825,4.285,3.833333333,3.486666667,6.5875,6.156666667,8.08,6.485,8.29,7.33,7.533333333,6.7775,2.34,2.616666667,2.41,1.46,2.096666667,1.873333333,3.046666667,2.4425,2.455,1.933333333,1.97,2.05,1.906666667,1.88,1.52,2.246666667,2.673333333,2.206666667,2.943333333,4.046666667,2.61,4.143333333,2.816666667,4.383333333,2.51,2.853333333,0.463333333,5.083333333,2.14,1.243333333,1.66,0.776666667,2.323333333,1.916666667,1.77,1.396666667,1.946666667,2.226666667,4.433333333,1.163333333,2.926666667,0.646666667,2.596666667,2.616666667,1.115
392.604,2.843333333,3.566666667,3.943333333,3.313333333,3.703333333,3.28,3.483333333,3.58,2.966666667,2.932,3.953333333,3.713333333,3.376666667,3.5425,3.0925,3.365,2.9975,4.3075,3.861666667,3.526666667,6.6825,6.24,8.18,6.585,8.383333333,7.44,7.633333333,6.8875,2.336666667,2.626666667,2.39,1.455,2.073333333,1.88,3.04,2.4325,2.4625,1.92,1.97,2.04,1.893333333,1.866666667,1.54,2.24,2.67,2.2,2.953333333,4.03,2.603333333,4.153333333,2.813333333,4.386666667,2.513333333,2.85,0.453333333,5.08,2.14,1.233333333,1.66,0.77,2.29,1.92,1.766666667,1.4,1.953333333,2.226666667,4.42,1.173333333,2.92,0.633333333,2.59,2.603333333,1.1175
392.967,2.866666667,3.603333333,3.983333333,3.346666667,3.733333333,3.306666667,3.523333333,3.61,2.996666667,2.964,4.003333333,3.726666667,3.426666667,3.5775,3.1175,3.385,3.0125,4.3475,3.891666667,3.566666667,6.7625,6.306666667,8.2675,6.675,8.47,7.52,7.72,6.9775,2.343333333,2.63,2.375,1.45,2.076666667,1.89,3.066666667,2.45,2.48,1.933333333,1.985,2.035,1.876666667,1.886666667,1.54,2.23,2.683333333,2.203333333,2.933333333,4.026666667,2.613333333,4.14,2.82,4.386666667,2.516666667,2.856666667,0.46,5.07,2.14,1.226666667,1.673333333,0.76,2.28,1.923333333,1.766666667,1.4,1.953333333,2.23,4.413333333,1.193333333,2.916666667,0.63,2.593333333,2.59,1.115
393.331,2.9,3.633333333,3.99,3.373333333,3.766666667,3.35,3.583333333,3.666666667,3.043333333,2.996,4.026666667,3.74,3.436666667,3.595,3.12,3.415,3.0275,4.375,3.931666667,3.593333333,6.8375,6.376666667,8.355,6.7575,8.56,7.62,7.826666667,7.075,2.37,2.66,2.4,1.47,2.093333333,1.883333333,3.053333333,2.42,2.455,1.906666667,1.96,2.035,1.9,1.9,1.56,2.24,2.693333333,2.22,2.946666667,4.04,2.616666667,4.14,2.823333333,4.386666667,2.533333333,2.876666667,0.456666667,5.076666667,2.156666667,1.24,1.673333333,0.763333333,2.286666667,1.923333333,1.78,1.413333333,1.966666667,2.246666667,4.436666667,1.216666667,2.94,0.646666667,2.61,2.603333333,1.1325
393.694,2.936666667,3.67,3.993333333,3.41,3.81,3.396666667,3.623333333,3.703333333,3.07,3.018,4.05,3.77,3.463333333,3.6175,3.1375,3.441666667,3.06,4.395,3.958333333,3.626666667,6.9275,6.453333333,8.445,6.83,8.65,7.712,7.903333333,7.185,2.38,2.663333333,2.395,1.46,2.08,1.866666667,3.04,2.3925,2.4575,1.903333333,1.9525,2.045,1.906666667,1.9,1.58,2.246666667,2.686666667,2.226666667,2.95,4.033333333,2.63,4.136666667,2.843333333,4.376666667,2.533333333,2.876666667,0.453333333,5.06,2.163333333,1.256666667,1.673333333,0.756666667,2.28,1.926666667,1.773333333,1.42,1.973333333,2.25,4.436666667,1.243333333,2.936666667,0.653333333,2.616666667,2.586666667,1.135
394.057,2.976666667,3.7,4.043333333,3.45,3.856666667,3.43,3.676666667,3.74,3.103333333,3.036,4.083333333,3.793333333,3.48,3.65,3.1725,3.476666667,3.0925,4.435,3.99,3.653333333,6.995,6.506666667,8.5075,6.8875,8.72,7.774,7.966666667,7.255,2.396666667,2.67,2.395,1.465,2.086666667,1.9,3.046666667,2.4125,2.47,1.936666667,1.975,2.055,1.906666667,1.903333333,1.58,2.233333333,2.683333333,2.216666667,2.94,4.013333333,2.62,4.133333333,2.826666667,4.353333333,2.53,2.85,0.45,5.06,2.16,1.243333333,1.656666667,0.736666667,2.276666667,1.906666667,1.776666667,1.393333333,1.953333333,2.236666667,4.416666667,1.24,2.923333333,0.66,2.586666667,2.56,1.1275
394.42,3,3.74,4.08,3.493333333,3.896666667,3.463333333,3.706666667,3.783333333,3.136666667,3.07,4.116666667,3.83,3.513333333,3.6825,3.195,3.52,3.1175,4.485,4.026666667,3.696666667,7.075,6.613333333,8.605,6.975,8.816666667,7.876,8.056666667,7.3625,2.42,2.68,2.395,1.46,2.086666667,1.886666667,3.046666667,2.4275,2.4625,1.94,1.9625,2.045,1.92,1.9,1.56,2.233333333,2.683333333,2.22,2.936666667,3.993333333,2.636666667,4.113333333,2.82,4.35,2.526666667,2.843333333,0.446666667,5.056666667,2.166666667,1.24,1.666666667,0.74,2.28,1.93,1.78,1.393333333,1.953333333,2.233333333,4.416666667,1.256666667,2.916666667,0.666666667,2.576666667,2.55,1.1225
394.783,3.043333333,3.773333333,4.11,3.533333333,3.943333333,3.493333333,3.753333333,3.816666667,3.163333333,3.102,4.153333333,3.87,3.546666667,3.71,3.235,3.576666667,3.15,4.525,4.065,3.73,7.155,6.71,8.7025,7.0475,8.906666667,7.976,8.156666667,7.4625,2.43,2.696666667,2.385,1.46,2.09,1.863333333,3.05,2.405,2.435,1.933333333,1.925,2.04,1.913333333,1.893333333,1.56,2.25,2.676666667,2.23,2.943333333,3.983333333,2.656666667,4.123333333,2.813333333,4.353333333,2.523333333,2.833333333,0.453333333,5.04,2.166666667,1.236666667,1.663333333,0.746666667,2.283333333,1.946666667,1.776666667,1.393333333,1.973333333,2.233333333,4.42,1.266666667,2.916666667,0.683333333,2.573333333,2.556666667,1.1225
395.146,3.066666667,3.786666667,4.096666667,3.553333333,3.963333333,3.516666667,3.8,3.836666667,3.19,3.15,4.216666667,3.91,3.596666667,3.745,3.2825,3.631666667,3.2025,4.58,4.096666667,3.766666667,7.2375,6.806666667,8.8025,7.125,8.98,8.078,8.24,7.56,2.416666667,2.716666667,2.375,1.44,2.073333333,1.843333333,3.036666667,2.39,2.4175,1.926666667,1.9025,2.035,1.9,1.903333333,1.59,2.256666667,2.693333333,2.25,2.953333333,3.99,2.673333333,4.123333333,2.833333333,4.35,2.543333333,2.846666667,0.47,5.05,2.183333333,1.25,1.693333333,0.77,2.3,1.97,1.803333333,1.406666667,1.96,2.25,4.426666667,1.296666667,2.946666667,0.713333333,2.583333333,2.57,1.145
395.51,3.136666667,3.856666667,4.14,3.603333333,4.006666667,3.556666667,3.836666667,3.87,3.223333333,3.198,4.28,3.976666667,3.65,3.8,3.35,3.681666667,3.265,4.64,4.171666667,3.823333333,7.35,6.936666667,8.9075,7.23,9.1,8.188,8.373333333,7.6875,2.433333333,2.74,2.375,1.445,2.063333333,1.82,3.02,2.36,2.3975,1.903333333,1.8775,2.01,1.9,1.913333333,1.57,2.266666667,2.7,2.253333333,2.97,4,2.69,4.153333333,2.836666667,4.373333333,2.546666667,2.853333333,0.463333333,5.053333333,2.19,1.26,1.7,0.783333333,2.303333333,1.986666667,1.806666667,1.416666667,1.963333333,2.246666667,4.426666667,1.313333333,2.943333333,0.73,2.58,2.573333333,1.1725
395.873,3.176666667,3.893333333,4.16,3.626666667,4.043333333,3.583333333,3.873333333,3.9,3.243333333,3.22,4.333333333,4.02,3.68,3.82,3.39,3.711666667,3.3,4.68,4.211666667,3.85,7.44,7.056666667,9.0125,7.3325,9.196666667,8.29,8.49,7.795,2.45,2.743333333,2.35,1.405,2.043333333,1.813333333,3.01,2.36,2.3875,1.906666667,1.9025,1.995,1.886666667,1.913333333,1.59,2.266666667,2.683333333,2.283333333,2.976666667,4,2.706666667,4.173333333,2.833333333,4.37,2.566666667,2.87,0.476666667,5.053333333,2.21,1.28,1.713333333,0.78,2.31,2.01,1.823333333,1.44,1.98,2.27,4.433333333,1.353333333,2.966666667,0.746666667,2.583333333,2.58,1.1775
396.236,3.233333333,3.96,4.206666667,3.643333333,4.073333333,3.603333333,3.903333333,3.926666667,3.266666667,3.26,4.4,4.043333333,3.726666667,3.855,3.4425,3.756666667,3.355,4.72,4.268333333,3.89,7.565,7.19,9.1275,7.44,9.323333333,8.424,8.61,7.94,2.45,2.746666667,2.335,1.41,2.023333333,1.8,3.003333333,2.3675,2.395,1.91,1.9025,1.995,1.87,1.913333333,1.6,2.266666667,2.686666667,2.286666667,2.98,3.993333333,2.7,4.17,2.823333333,4.37,2.556666667,2.863333333,0.463333333,5.053333333,2.22,1.28,1.723333333,0.786666667,2.303333333,2.006666667,1.816666667,1.44,1.973333333,2.263333333,4.416666667,1.373333333,2.956666667,0.743333333,2.583333333,2.56,1.1825
396.599,3.273333333,4.03,4.24,3.686666667,4.113333333,3.64,3.93,3.966666667,3.31,3.318,4.463333333,4.106666667,3.803333333,3.9,3.495,3.808333333,3.4175,4.7625,4.331666667,3.95,7.6425,7.286666667,9.23,7.5275,9.413333333,8.532,8.706666667,8.0475,2.46,2.766666667,2.32,1.41,2.03,1.793333333,3.003333333,2.3625,2.3875,1.903333333,1.9125,2.015,1.863333333,1.933333333,1.63,2.27,2.683333333,2.3,3,4.013333333,2.716666667,4.193333333,2.84,4.39,2.56,2.886666667,0.476666667,5.08,2.223333333,1.29,1.736666667,0.783333333,2.32,2.02,1.806666667,1.43,1.983333333,2.273333333,4.413333333,1.396666667,2.956666667,0.76,2.58,2.556666667,1.2075
396.962,3.3,4.066666667,4.303333333,3.733333333,4.163333333,3.693333333,3.953333333,4.013333333,3.353333333,3.366,4.533333333,4.16,3.86,3.95,3.5525,3.861666667,3.4675,4.81,4.39,4.01,7.7525,7.386666667,9.3275,7.6125,9.54,8.638,8.83,8.1425,2.476666667,2.776666667,2.33,1.41,2.036666667,1.786666667,3.003333333,2.3625,2.3875,1.893333333,1.9325,2,1.86,1.943333333,1.6,2.27,2.69,2.303333333,3.013333333,4.013333333,2.736666667,4.18,2.836666667,4.386666667,2.566666667,2.9,0.483333333,5.083333333,2.223333333,1.296666667,1.75,0.8,2.32,2.03,1.83,1.443333333,1.986666667,2.293333333,4.423333333,1.413333333,2.963333333,0.766666667,2.576666667,2.553333333,1.22
397.324,3.336666667,4.086666667,4.336666667,3.78,4.206666667,3.73,4.003333333,4.056666667,3.383333333,3.408,4.573333333,4.176666667,3.916666667,3.985,3.5975,3.9,3.5125,4.85,4.433333333,4.046666667,7.825,7.476666667,9.4225,7.685,9.623333333,8.722,8.923333333,8.235,2.49,2.783333333,2.33,1.41,2.03,1.783333333,2.986666667,2.355,2.375,1.893333333,1.9225,1.99,1.85,1.943333333,1.61,2.24,2.673333333,2.28,2.993333333,4.003333333,2.716666667,4.156666667,2.813333333,4.353333333,2.54,2.873333333,0.463333333,5.056666667,2.233333333,1.263333333,1.733333333,0.776666667,2.296666667,2.033333333,1.81,1.433333333,1.96,2.27,4.396666667,1.403333333,2.94,0.753333333,2.553333333,2.526666667,1.2
